,Farmer's Cafe,"Shop 2, Rita Apartments, 16th Road, Nr. Mini Punjab Hotel, Bandra West, Mumbai",,,"Panch Pakhadi, Thane West", Mumbai,1000,3.7,no,no,no,no,no,no
,The Caravan Menu,"Panch Pakhadi, Thane WestSun Magnetica Building, Near LIC Building, Louis Wadi,",,,"Panch Pakhadi, Thane West", Mumbai,1600,4.6,no,yes,no,no,yes,no
,Persia Darbar,"6-7, Lily Tower CHS Ltd, R.B Sharma Center, S V Road,JogeshwariWest, Jogeshwari, Mumbai",,,Jogeshwari, Mumbai,800,3.6,yes,no,no,no,yes,no
,Bombay Brasserie,"Villa 12-A, Lotus Cinema Building, Opposite Nehru Centre,Worli, Mumbai",,,Worli, Mumbai,1500,4.2,no,yes,yes,yes,yes,no
,Old Wild West,"First Floor, Trade View Building,  Kamala Mills Compound, Gate 4, Senapati Bapat Marg,Lower Parel, Mumbai",,,Lower Parel, Mumbai,1800,3.9,no,yes,yes,yes,yes,no
,The House of Mirabella,"Remi Bizcourt, Opposite Supreme Chambers, Veera Desai Road,Veera Desai Area, Mumbai",,,Veera Desai Area, Mumbai,1500,3.5,no,yes,yes,yes,yes,no
,Vortex South,"116/118, Marine Mansion, 1st Marine Street, Anandilal Podar Marg,Marine Lines, Mumbai",,,Marine Lines, Mumbai,1300,3.8,no,no,no,no,no,no
,POH,"Gate 4, Kamala Mills Compound,Lower Parel, Mumbai",,,Lower Parel, Mumbai,2500,4.3,no,no,yes,no,no,no
,38 Degree East,"Panchkutir, Adhishankracharya Marg, OppositePowaiLake, JVLR,Powai, Mumbai",,,Powai, Mumbai,1000,3.7,yes,yes,yes,no,yes,no
,Mehman Nawazi,"8th Floor, A Wing, Supreme Business Park, Hiranandi Gardens,Powai, Mumbai",,,Powai, Mumbai,1450,3.7,no,no,yes,no,yes,yes
,Fable,"Shop 3, Ashiyana Apartment, N.S Road 13,Juhu, Mumbai",,,Juhu, Mumbai,1400,4,yes,no,no,yes,yes,no
,Swey,"4th Floor, Atria Mall, Dr. Annie Besant Rd, Opposite Poonam Chambers,Worli, Mumbai",,,Worli, Mumbai,1500,3.5,no,yes,yes,yes,yes,no
,Barbeque Nation,"Atria Mall, 4th Floor, Dr. Annie Besant Road,Worli, Mumbai",,,Worli, Mumbai,1900,4,no,no,yes,no,yes,no
,Matahaari,"Level IV, The Atria Mall, Dr. Annie Besant Road,Worli, Mumbai",,,Worli, Mumbai,3000,3,no,yes,yes,no,yes,no
,The Spare Kitchen,"Atria Mall, 4th Floor, Dr. Annie Besant Road,Worli, Mumbai",,,Worli, Mumbai,2200,3.7,yes,yes,yes,yes,yes,no
,Theobroma,"Atria Mall, 4th Floor, Dr. Annie Besant Road,Worli, Mumbai",,,Worli, Mumbai,500,3.7,no,no,no,no,no,no
,Pala Fala,"Atria Mall, 4th Floor, Annie Besant Road,Worli, Mumbai",,,Worli, Mumbai,1000,3.6,yes,no,no,yes,yes,no
,Sammy Sosa,"Mahavir Icon, Shop 7 & 8, Plot 89 & 90, Sector 15,CBD-Belapur, Navi Mumbai",,,CBD-Belapur, Mumbai,1700,3.5,no,no,no,no,no,no
,Masala Kraft - The Taj Mahal Palace,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",,,Colaba, Mumbai,6500,3.9,no,no,yes,yes,no,no
,Souk - The Taj Mahal Palace,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",,,Colaba, Mumbai,5500,4,no,no,yes,yes,no,no
,Sea Lounge - The Taj Mahal Palace,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",,,Colaba, Mumbai,3500,4.4,no,no,no,yes,no,no
,Hard Rock Cafe,"Wadia International Center, Bombay Dyeing, Pandhurang Budhkar Marg,Worli, Mumbai",,,Worli, Mumbai,2500,4.3,no,no,yes,no,no,no
,ZOOBAR,"1st Floor, Liberty Lodge, DJ Road, Above Mcdonalds,Vile Parle West, Mumbai",,,Vile Parle West, Mumbai,1200,3.9,yes,yes,yes,yes,yes,no
,99 Bollywood Bar,"Near Hotel Amardeep, Opp.GASM Lounge' Next toKharStation, Khar West, Khar, Mumbai",,,Khar, Mumbai,1000,3.5,no,yes,yes,yes,yes,no
,The Sassy Spoon,"Ground Floor, Express Towers, Ramnath Goenka Marg,Nariman Point, Mumbai",,,Nariman Point, Mumbai,1800,4.3,no,no,yes,no,yes,no
,The Irish House,"Majiwada, Thane WestViviana Mall, Level 1, Eastern Express Highway, Beside Jupiter Hospital,",,,"Majiwada, Thane West", Mumbai,1900,4.1,no,yes,yes,no,no,no
,Gajalee,"Kadamgiri Complex, Hanuman Road,Vile Parle East, Mumbai",,,Vile Parle East, Mumbai,1000,4.1,yes,no,no,no,no,no
,Britannia & Company Restaurant,"Wakefield House, 11 Sprott Road, 16 Ballard Estate,Fort, Mumbai",,,Fort, Mumbai,1000,4,no,no,no,no,no,no
,Pizza Hut,"Elphinston House, 17 Muraban Road, Opposite Sterling Theatre,Mumbai CST Area, Mumbai",,,Mumbai CST Area, Mumbai,900,3.9,yes,no,no,no,no,no
,Borivali Biryani Centre,"25-28, Aditya Apartment, Shimpoli, Chikuwadi,Borivali West, Mumbai",,,Borivali West, Mumbai,750,3.1,yes,no,no,no,no,no
,The Pancake Story,"Andheri Lokhandwala, Andheri West3, Lokhandwala Complex,",,,"Andheri Lokhandwala, Andheri West", Mumbai,500,4.5,no,no,no,no,no,no
,Chitchat Chai,"Shop 8, Victory Park, Chandaverkar Lane,Borivali West, Mumbai",,,Borivali West, Mumbai,150,3.8,yes,yes,no,no,no,no
,Air Deck Lounge,"X Central Mall, Above Kotak Bank, Mahavir Nagar,Kandivali West, Mumbai",,,Kandivali West, Mumbai,1500,3.2,no,yes,yes,no,yes,no
,The Marina Upper deck - Rooftop Cafe- Sea Palace Hotel,"Sea Palace Hotel, PJ Ramchandani Marg, Apollo Bunder,Colaba, Mumbai",,,Colaba, Mumbai,1600,3.5,no,no,yes,no,yes,no
,The Junkyard Cafe,"Hill Road, Bandra West164,",,,"Hill Road, Bandra West", Mumbai,2100,3.8,no,yes,yes,no,no,no
,Punjab Grill,"3rd Floor, Palladium Mall, Senapati Bapat Marg,Lower Parel, Mumbai",,,Lower Parel, Mumbai,2000,4.4,yes,no,yes,yes,no,no
,Spesso Gourmet Kitchen,"Ground Floor, Regent Chambers, Jamnalal Bajaj Road,Nariman Point, Mumbai",,,Nariman Point, Mumbai,1200,4.2,yes,no,no,no,no,no
,Brewbot Eatery & Pub Brewery,"G01 & 101, Morya Landmark 1, Off New Link Road,Veera Desai Area, Mumbai Veera Desai Area",,,Veera Desai Area, Mumbai,1500,4.1,yes,yes,yes,yes,yes,no
,Hello Guppy,"Unit 4, Ground Floor, Jet Airways, Godrej Building,Bandra Kurla Complex, Mumbai",,,Bandra Kurla Complex, Mumbai,1500,4.3,no,yes,yes,no,yes,no
,Yoko Sizzlers,"10/11, West View 309, SV Road, Near Akbarallys,Santacruz West, Mumbai",,,Santacruz West, Mumbai,2100,3.7,no,no,no,no,no,no
,Cafe Chokolade,"Shop 8, Bhattad Towers, Opposite Kora Kendra Ground, Bhattad Road.,Borivali West, Mumbai",,,Borivali West, Mumbai,500,3.7,yes,no,no,yes,no,no
,Xico,"Ground Floor, Oasis City, Kamala Mills,Lower Parel, Mumbai",,,Lower Parel, Mumbai,4000,3.7,no,no,yes,no,yes,no
,Quattro Ristorante,"7, Janta India Estate, Senapati Bapat Marg, Opposite Phoenix Mills,Lower Parel, Mumbai",,,Lower Parel, Mumbai,1800,4.3,yes,no,yes,no,yes,no
,Pakka Local Bar,"06/106, Town Center, Opposite Times Square Building,MarolNaka, Marol, Mumbai",,,Marol, Mumbai,1000,3.7,no,no,yes,yes,yes,no
,Turban Tales,"2nd Floor, Above Mini Punjab Lakeside, Adishankarashrya Marg, Near Panchkutir Bus Stop, JVLR,Powai, Mumbai",,,Powai, Mumbai,800,4,no,yes,yes,no,no,no
,3 Wise Monkeys,"The Unicontental, 3rd Road, Off SV Road,KharWest, Khar, Mumbai",,,Khar, Mumbai,1500,3.8,yes,no,yes,yes,no,no
,Boteco,"Unit GO 1A, Ground Floor, Parinee Crescenzo, G Block,Bandra Kurla Complex, Mumbai",,,Bandra Kurla Complex, Mumbai,1900,4.5,yes,no,yes,no,yes,no
,Radha Krishna,"50, SV Road,Near Andheri West Station, Mumbai",,,Near Andheri West Station, Mumbai,750,3.8,yes,no,no,no,no,no
,Sai Palace,"Near Holy Family School,MahakaliRoad, Mahakali, Mumbai",,,Mahakali, Mumbai,1100,3.9,yes,no,yes,no,no,no
,Veranda,"Pali Hill, Bandra WestHotel Executive Enclave, 331, Dr Ambedkar Road,",,,"Pali Hill, Bandra West", Mumbai,3000,4.4,no,no,yes,yes,yes,no
,Nau Se Barah 9/12,"Ground Floor, Balaji movieplex, Sector 8,Kopar Khairane, Navi Mumbai",,,Kopar Khairane, Mumbai,1000,3.8,no,yes,yes,yes,no,no
,The Chocolate Room,"Shop 1, M G Road, Opposite Kotak Mahindra Bank,Ghatkopar East, Mumbai",,,Ghatkopar East, Mumbai,500,3.9,no,no,no,no,no,no
,The Bar Terminal,"6/8, Rajabahadur Mansion, Hamam Street, Next to Bombay Stock Exchange Building,Fort, Mumbai",,,Fort, Mumbai,1200,3.6,no,yes,yes,yes,no,no
,Aromas Cafe,"Ground Floor, Ventura Building, Hiranandani Gardens,Powai, Mumbai",,,Powai, Mumbai,1200,3.8,yes,no,no,yes,no,no
,Between Breads,"Pali Hill, Bandra West2, Kalpitam Apartments, Opposite Hawaiian Shack, 16th Road,",,,"Pali Hill, Bandra West", Mumbai,1000,3.9,yes,no,no,yes,no,no
,Fleur - The Fern Goregaon,"The Fern Hotel, 4/277, I.B Patel Road,Goregaon East, Mumbai",,,Goregaon East, Mumbai,1200,4,no,yes,no,no,yes,no
,Shawarma Factory,"Shop 1, Dhanlaxmi Apartments,MahakaliCaves Road, Mahakali, Mumbai",,,Mahakali, Mumbai,750,3.7,yes,yes,no,no,no,no
,The House,"Versova, Andheri West1, Aaram Nagar 1, JP Road,",,,"Versova, Andheri West", Mumbai,1200,3.5,no,yes,yes,yes,yes,no
,Dimsum & More,"7 Bungalows, Andheri West6, Gold Crown Building, JP Road, ICICI Bank,",,,"7 Bungalows, Andheri West", Mumbai,800,3.9,yes,yes,no,yes,no,no
,The Suburban Bean,"First Floor, F-32, R Galleria, Mulund-Goregaon Link Road,Mulund West, Mumbai",,,Mulund West, Mumbai,750,4.1,no,no,no,no,no,no
,PJ's,"Pali Hill, Bandra WestSAISA Gymkhana, St. Anthony's Institute, 33rd Road,",,,"Pali Hill, Bandra West", Mumbai,700,3.8,no,no,yes,no,no,no
,Home Chef,"71 Meher Building, Line of Sushrusha Hospital, Ranade Road,Dadar Shivaji Park, Mumbai",,,Dadar Shivaji Park, Mumbai,600,3.6,yes,no,no,no,no,no
,Satkar Rice Plate House,"15,1st Floor, Dreamland Building, Opposite Railway Station,Goregaon East, Mumbai",,,Goregaon East, Mumbai,500,4.3,yes,no,no,no,no,no
,Let's Go Eat,"1, F2, Hyde Park,Manpada, Thane West, 400610",,,"Manpada, Thane West", Mumbai,700,4.5,yes,no,no,no,no,no
,Stomach,"Pali Hill, Bandra West116/117, Waterfield Road, Off Turner Road,",,,"Pali Hill, Bandra West", Mumbai,500,2.3,yes,no,yes,no,no,no
,Anand Stall,"Opposite Mithibai College, Gulmohar Road 1,Vile Parle West, Mumbai",,,Vile Parle West, Mumbai,200,4.4,no,no,no,no,no,no
,Seasonal Tastes - The Westin Mumbai Garden City,"The Westin Mumbai Garden City, International Business Park, Oberoi Garden City,Goregaon East, Mumbai",,,Goregaon East, Mumbai,4000,3.8,no,no,yes,yes,no,no
,Pandora's Box,"Ground floor, Bake House, Behind Rhythm House, Kalaghoda,Fort, Fort, Mumbai",,,Fort, Mumbai,600,3.8,yes,yes,no,no,yes,no
,Village 12-20 Pure Veg,"Shop 19-23, Plot 1, Manomay CHS, Sector 35D,Kharghar, Navi Mumbai",,,Kharghar, Mumbai,500,4,yes,no,no,yes,no,no
,Over Load,"Shop 19-23, Plot 1, Manomay CHS, Sector 35D,Kharghar, Navi Mumbai",,,"Andheri Lokhandwala, Andheri West", Mumbai,700,4.1,no,no,no,no,no,no
,Cafe Safar,"Oshiwara, Andheri WestNear Heera Panna Mall, Oshiwara, Link Road Andheri(w)Mumbai-102,",,,"Oshiwara, Andheri West", Mumbai,600,3.6,yes,no,no,no,no,no
,Pali Village,"Western Express Highway, Ghodbunder Road,Mira Road, Mumbai",,,Mira Road, Mumbai,1200,3.5,no,no,yes,yes,no,no
,Fire Bowl,"Ground Floor, Aruna Residency, Atmaram Compound, Near Dalmia College, Sundar Nagar,Malad West, Mumbai",,,Malad West, Mumbai,700,3.7,yes,no,no,no,no,no
,B Desi,"Ground Floor, Dreams Square, Daliya Estate, Off Link Road, Near Fun Republic Mall,Veera Desai Area, Mumbai",,,Veera Desai Area, Mumbai,1000,3.6,no,yes,yes,yes,no,no
,Dr. Bubbles Chai Specialist,"Hill Road, Bandra WestOpposite Marks and Spencers,",,,"Hill Road, Bandra West", Mumbai,350,4,no,no,no,no,no,no
,Prasad Food Divine,"Mulund-Goregoan Link Road, Off LBS Marg,Mulund West, Mumbai",,,Mulund West, Mumbai,700,3.8,no,no,no,no,no,no
,Curry Me Up,"1, Old Sonal Industrial Estate,Malad West, Mumbai",,,Malad West, Mumbai,700,4,yes,no,no,no,no,no
,STOVE - The Vegetarian Kitchen,"Near CST Road, Kalina,Santacruz East, Mumbai",,,Santacruz East, Mumbai,600,3.7,no,no,no,no,no,no
,The Food Town,"Shop no. 2, Sahjanad Chowk, Near Katkar Hospital, Agra Road,Kalyanwest, Kalyan, Mumbai",,,Kalyan, Mumbai,400,3.7,yes,no,no,no,no,no
,Brew House Cafe,"Sector 15,CBD-Belapur, Navi Mumbai",,,CBD-Belapur, Mumbai,1400,3.6,yes,yes,yes,yes,no,no
,Mini Pancakes and More,"Carter Road, Bandra WestCCD Lane,",,,"Carter Road, Bandra West", Mumbai,300,4.3,yes,no,no,no,no,no
,Yalla Yalla,"Shop 2, Om Vithoba Rukmani Apartments, Raut Lane , Near PVR cinemas,Juhu, Mumbai",,,Juhu, Mumbai,500,3.4,yes,yes,no,yes,no,no
,Mao The Family Restaurant,"63 - 64 Aboobakar Mahal Jai Prakash Road, Next ToAzad NagarMetro Station, Azad Nagar, Mumbai",,,Azad Nagar, Mumbai,900,3.6,yes,no,no,no,yes,no
,Aquafire Restaurant,"005-010, E Square Building, Near Garware House, Subhash Road,Vile Parle East, Mumbai",,,Vile Parle East, Mumbai,1100,3.6,yes,no,yes,yes,yes,no
,Soi Kitchen,"The Destination Building, MG Road, Near Shopper's Stop,Chembur, Mumbai",,,Chembur, Mumbai,750,3.7,yes,no,no,no,no,no
,Oye Kiddan,"Ramkrishna Mandir Marg, Kondivita Road, Andheri East,Mahakali, Mumbai",,,Mahakali, Mumbai,300,4,yes,no,no,no,no,no
,Foodie Bros,"Shop 1, Jolitha Complex, Gatla Village Road, Patil Marg,Chembur, Mumbai",,,Chembur, Mumbai,500,3.6,yes,no,no,no,no,no
,Arya Bhavan,"Opposite Matunga Railway Station,Matunga East, Mumbai",,,Matunga East, Mumbai,400,4.3,no,no,no,no,no,no
,Chaayos,"Shop 21, Ground Floor, Runwal Galleria, Runwal Greens, Goregaon Link Road,Mulund West, Mumbai",,,Mulund West, Mumbai,500,3.8,yes,no,no,yes,no,no
,Stomach II,"7 Bungalows, Andheri WestRaheja Complex,",,,"7 Bungalows, Andheri West", Mumbai,600,3.7,yes,no,no,no,no,no
,Cocoon- Dragonfly Hotel,"Hotel Dragonfly, NewChakalaLink Road, Near Solitaire Corporate Park, Chakala, Mumbai",,,Chakala, Mumbai,600,4,yes,yes,no,yes,yes,no
,TAPPA,"Unit 9, Oasis City, Kamala Mills, Gate 4, Kamala Mills Compound,Lower Parel, Mumbai",,,Lower Parel, Mumbai,1800,3.7,no,no,yes,yes,no,no
,Mumbai 90 Veg World,"Ground Floor, Chandiwala Arcade, Next to Absolute Furniture, Goregaon Link Road,Goregaon West, Mumbai",,,Goregaon West, Mumbai,1000,3.6,yes,no,no,no,yes,no
,Indigo,"4, Mandlik Road,Colaba, Mumbai",,,Colaba, Mumbai,4500,4.2,no,no,yes,yes,no,no
,Souk - The Taj Mahal Palace,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",,,Colaba, Mumbai,5500,4,no,no,yes,yes,no,no
,Kaffeine,"Shop 1, Bhatia Apartment, S V Road, Next to Vijay Sales,Borivali West, Mumbai",,,Borivali West, Mumbai,500,4,no,no,no,yes,no,no
,The Salad Bar & Walnut Cafe,"F9, 1st Floor, Haware Infotech Park, Sector 30 A,Vashi, Navi Mumbai",,,Vashi, Mumbai,1000,3.9,yes,no,no,yes,no,no
,Masala Cuisine,"Oshiwara, Andheri WestShop 14, Raigad Commercial Complex, New Link Road,",,,"Oshiwara, Andheri West", Mumbai,850,4,yes,yes,no,no,no,no
,Kaizer Ethnique Cuisine,"Andheri Lokhandwala, Andheri WestB-47 Paramount Building, Monginis Factory Lane, New Link Road,",,,"Andheri Lokhandwala, Andheri West", Mumbai,1100,3.8,yes,no,no,no,no,no
,Prakash Shakahari Upahaar Kendra,"Horizon Towers, Ranade Road Dadar West,Dadar Shivaji Park, Mumbai",,,Dadar Shivaji Park, Mumbai,150,4.3,no,no,no,no,no,no
,LSD - Love Sugar & Dough,"Oshiwara, Andheri West2, Meera Towers, Opposite Mega Mall, Oshiwara,",,,"Oshiwara, Andheri West", Mumbai,400,3.9,yes,no,no,no,no,no
,And Chillies,"8 & 9, Mangireesh Society, LJ & MMC Road Junction,MahimWest, Mahim, Mumbai",,,Mahim, Mumbai,800,3.9,yes,no,yes,no,yes,no
,The Joy Pizzateria,"Shop 13-14, Ashok Enclave, Chincholi Bunder,Malad West, Mumbai",,,Malad West, Mumbai,950,4.2,yes,no,no,no,no,no
,China Inc - Taj Santacruz,"Taj Santacruz, Chhatrapati Shivaji International Airport, Off Western Express Highway,Santacruz East, Mumbai",,,Santacruz East, Mumbai,2500,3.9,no,no,yes,yes,yes,no
,Neopolitan Pizza,"Panch Pakhadi, Thane WestShop 1-3, Vihang Vihar CHS, Opposite Gautam Park,",,,"Panch Pakhadi, Thane West", Mumbai,550,3.1,yes,no,no,yes,no,no
,Subway,"Ground Floor, Central Road, MIDC, Premier House,Mahakali, Mumbai",,,Mahakali, Mumbai,500,2.7,yes,no,no,no,no,no
,Paapi Paet,"Shop 9, Zeeneth Building, LBS Marg, Near Santoshi Mata Mandir,Mulund West, Mumbai",,,Mulund West, Mumbai,500,4.2,yes,no,no,no,no,no
,UFO's,"321-322, Dimple Arcade, Thakur Complex,Kandivali East, Mumbai",,,Kandivali East, Mumbai,1500,4.1,no,yes,yes,no,yes,no
,Lume Restaurant & Bar,"Hotel Aureole, Bima Nagar Society, Sir Mathuradas Vasanji Road, Telli Gali,Near Andheri East Station, Mumbai",,,Near Andheri East Station, Mumbai,1200,4,yes,yes,yes,yes,yes,no
,Pergula,"166, MG Road, Opposite Regal Cinema,Colaba, Mumbai",,,Colaba, Mumbai,1800,3.5,no,no,yes,no,yes,no
,Grab A Bite,"Ambaji Dam, Opposite Ram Punjab Hotel, Gauri Shankar Chawl, MG Road,Mulund West, Mumbai",,,Mulund West, Mumbai,300,3.6,yes,no,no,no,no,no
,Desi Culture,"C Wing, Trade World, Kamala Mills,Lower Parel, Mumbai",,,Lower Parel, Mumbai,1300,3.7,yes,no,yes,no,no,no
,Mocambo Cafe,"23/A, Sir Phirozshah Mehta Road,Fort, Mumbai",,,Fort, Mumbai,1400,3.7,yes,no,yes,yes,yes,no
,Shabari,"Balaji Darshan, Tilak Road,Santacruz West, Mumbai",,,Santacruz West, Mumbai,500,4.3,yes,no,no,no,no,no
,The Beer Cafe,"Plot 29/30, Shop 1-4, Mili CHD, T.H Kataria Road,Mahim, Mumbai",,,Mahim, Mumbai,1800,3.8,no,no,yes,yes,no,no
,Vanderlust,"Sagar Resham,Bandstand, Bandra West400050, Mumbai, Bandstand, Bandra West",,,"Bandstand, Bandra West", Mumbai,400,3.5,no,no,no,no,no,no
,Orchids,"Hotel Royal Orchid, NG Acharya Marg,Chembur, Mumbai",,,Chembur, Mumbai,1200,3.9,yes,no,yes,no,yes,no
,Gupta Sandwiches & Snacks,"4, JK Chamber, Sector 17,Vashi, Navi Mumbai",,,Vashi, Mumbai,450,3.8,yes,no,no,no,no,no
,Deliciae by Bunty Mahajan,"Opposite Curio Cottage,KharDanda Road, Khar, Mumbai",,,Khar, Mumbai,400,4,yes,no,no,no,no,no
,Gopala's Veg Kitchen,"Laxmi Udyog Nagar, IND Colony, LBS Marg, Kanjurmarg West,Bhandup, Mumbai",,,Bhandup, Mumbai,550,3.6,yes,no,no,no,no,no
,Healthy Treats,"Pali Hill, Bandra West22, Cherrysons, St Cyril's Road,",,,"Pali Hill, Bandra West", Mumbai,400,3.9,no,no,no,no,no,no
,Gypsy Chinese,"121 Maryland Corner, Keluskar Marg,Dadar Shivaji Park, Mumbai",,,Dadar Shivaji Park, Mumbai,1000,3.7,yes,no,yes,no,no,no
,Mystery Box,"Eureka Towers, C Wing, Mind Space, Next to Barista, Near Goregaon Sports Club and Toyota Showroom,Malad West, Mumbai",,,Malad West, Mumbai,550,4.1,yes,yes,no,no,yes,no
,Maharashtra Lunch Home,"Shop 2, Paradise Apartments, Opposite SIES College, Sector 3,NerulEast, Nerul, Navi Mumbai",,,Nerul, Mumbai,400,4,yes,no,no,yes,no,no
,Kalinga,"Andheri Lokhandwala, Andheri WestNyayadeep Society, Behind SAB TV Tower, Oberoi Complex,",,,"Andheri Lokhandwala, Andheri West", Mumbai,700,3.5,no,no,no,no,no,no
,Shreejee's,"Oshiwara, Andheri West24 & 60, Link Plaza, Link Road Extension, Near Oshiwara Police Station,",,,"Oshiwara, Andheri West", Mumbai,600,3.8,yes,no,no,no,yes,no
,Breadily Baked,"Shop 5, Coral Classic Commercial Complex, Road 20, Near Ambedkar Garden,Chembur, Mumbai",,,Chembur, Mumbai,300,3.9,no,no,no,no,no,no
,CarKhana,"Shop G9 Vishal Apartment, Opposite Maxus Banquet Hall, Near Maxus Mall, Temba Hospital Road,Bhayandar, Mumbai",,,Bhayandar, Mumbai,650,3.6,no,no,no,no,no,no
,The Bar Index,"Vasant Vihar, Thane WestEmerald Plaza, G3 & 4 Hiranadani Medows ,Pokaran Road,",,,"Vasant Vihar, Thane West", Mumbai,1000,3.6,yes,yes,yes,no,yes,no
,Biryani By Kilo,"Shabbir Niwas,MahakaliCaves Road, Andheri East, Mahakali, Mumbai",,,Mahakali, Mumbai,700,3.3,no,no,no,no,no,no
,Breadkraft,"Andheri Lokhandwala, Andheri West15, Sun Swept Building, Lokhandwala Complex,",,,"Andheri Lokhandwala, Andheri West", Mumbai,300,3.9,yes,no,no,no,no,no
,Pangat,Borivali West,,,Borivali West, Mumbai,650,3.7,yes,no,no,no,no,no
,Mystery Box,"Eureka Towers, C Wing, Mind Space, Next to Barista, Near Goregaon Sports Club and Toyota Showroom,Malad West, Mumbai",,,Malad West, Mumbai,550,4.1,yes,yes,no,no,yes,no
,Shawarma Factory,"5, Naman Co Operative Housing Society, 22 Dadabhai Road,Azad Nagar, Mumbai",,,Azad Nagar, Mumbai,750,3.7,yes,no,no,no,no,no
,Masala Kraft - The Taj Mahal Palace,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",,,Colaba, Mumbai,6500,3.9,no,no,yes,yes,no,no
,Souk - The Taj Mahal Palace,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",,,Colaba, Mumbai,5500,4,no,no,yes,yes,no,no
,Sea Lounge - The Taj Mahal Palace,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",,,Colaba, Mumbai,3500,4.4,no,no,no,yes,no,no
,Wasabi By Morimoto - The Taj Mahal Palace,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",,,Colaba, Mumbai,10000,4.5,no,no,yes,yes,no,no
,Starbucks,"The Taj Mahal Palace & Tower, Ground Floor, Apollo Bunder, Opposite Gateway Of India,Colaba, Mumbai",,,Colaba, Mumbai,700,4.2,no,no,no,yes,no,no
,La Patisserie - The Taj Mahal Palace,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",,,Colaba, Mumbai,1500,4.2,no,no,yes,yes,no,no
,Golden Dragon - The Taj Mahal Palace,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",,,Colaba, Mumbai,5000,4.1,no,no,yes,yes,no,no
,Harbour Bar - The Taj Mahal Palace,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",,,Colaba, Mumbai,2500,3.8,no,no,yes,yes,no,no
,Aquarius - The Taj Mahal Palace,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",,,Colaba, Mumbai,3000,3.3,no,no,yes,yes,no,no
,Ashok Vada Pav Stall,"Off Cadel Road, Kirti College Lane,Prabhadevi, Mumbai",,,Prabhadevi, Mumbai,100,4.3,no,no,no,no,no,no
,CarKhana,"Shop G9 Vishal Apartment, Opposite Maxus Banquet Hall, Near Maxus Mall, Temba Hospital Road,Bhayandar, Mumbai",,,Bhayandar, Mumbai,650,3.6,no,no,no,no,no,no
,Breadkraft,"Andheri Lokhandwala, Andheri West15, Sun Swept Building, Lokhandwala Complex,",,,"Andheri Lokhandwala, Andheri West", Mumbai,300,3.9,yes,no,no,no,no,no
,Maharashtra Lunch Home,"Shop 2, Paradise Apartments, Opposite SIES College, Sector 3,NerulEast, Nerul, Navi Mumbai",,,Nerul, Mumbai,400,4,yes,no,no,yes,no,no
,Biryani By Kilo,"Shabbir Niwas,MahakaliCaves Road, Andheri East, Mahakali, Mumbai",,,Mahakali, Mumbai,700,3.3,no,no,no,no,no,no
,The Bar Index,"Vasant Vihar, Thane WestEmerald Plaza, G3 & 4 Hiranadani Medows ,Pokaran Road,",,,"Vasant Vihar, Thane West", Mumbai,1000,3.6,yes,yes,yes,no,yes,no
,Boulevard - The Orchid,"The Orchid Hotel, Level 1, 70/C, Nehru Road, Adjacent to Domestic Airport,Vile Parle East, Mumbai",,,Vile Parle East, Mumbai,2600,4,no,no,yes,yes,no,no
,Mama Mia!,"21/22, Clare Road,BycullaHouse, Byculla, Mumbai",,,Byculla, Mumbai,600,3.4,yes,no,no,no,no,no
,Italy in a Box,"1, Jheel Darshan ,CHS, Rambaugh, ADI Shankaracharya Marg,Powai, Mumbai",,,Powai, Mumbai,600,4.5,yes,no,no,no,no,no
,Mumbai 77,"G-1, Megor Arcade , M.G road , Next to Sindhuwadi, 
Near Satyam Shopping Centre,Ghatkopar East, Mumbai",,,Ghatkopar East, Mumbai,600,3.5,yes,no,no,yes,no,no
,Amoeba Sports Bar,"F 33, 1st Floor, Phoenix Market City, LBS Marg,Kurla, Mumbai",,,Kurla, Mumbai,1100,3.8,no,no,yes,no,no,no
,Global Affair,"Shop 4, A- AHCL Homes, Link Road, Near Shimpholi tel exchange,Borivali West, Mumbai",,,Borivali West, Mumbai,1300,3.7,no,no,yes,no,yes,no
,Falafel's,"6A, Ground Floor, B Block, Hasan Manzil House, August Kranti Marg, Gowlia Tank,Tardeo, Mumbai",,,Tardeo, Mumbai,600,3.3,yes,no,no,no,no,no
,Food,"Shop 1, Sahar Road, Near Suba International Hotel,Chakala, Mumbai",,,Chakala, Mumbai,400,3.5,yes,no,no,no,no,no
